ip_address,timestamp,login_status,request_type,is_anomaly_ground_truth,hour_of_day,day_of_week,is_weekend,is_off_hours,login_encoded,ip_encoded,request_encoded,anomaly_label
192.168.1.45,2024-02-03 12:35:00,success,GET,0,12,5,1,0,1,49,1,1
192.168.1.39,2024-03-15 16:22:00,failure,GET,0,16,4,0,0,0,42,1,1
192.168.1.15,2024-03-15 11:16:00,success,GET,0,11,4,0,0,1,16,1,1
10.0.0.10,2024-02-03 11:49:00,success,GET,1,11,5,1,0,1,1,1,-1
192.168.1.16,2024-03-29 15:01:00,success,GET,0,15,4,0,0,1,17,1,1
192.168.1.15,2024-02-14 11:23:00,success,PUT,0,11,2,0,0,1,16,3,1
10.0.0.9,2024-02-14 11:06:00,failure,POST,1,11,2,0,0,0,9,2,1
192.168.1.40,2024-02-11 17:15:00,success,GET,0,17,6,1,0,1,44,1,1
192.168.1.43,2024-02-28 17:31:00,success,PUT,0,17,2,0,0,1,47,3,1
192.168.1.8,2024-03-24 14:01:00,success,GET,0,14,6,1,0,1,58,1,1
192.168.1.19,2024-03-24 13:17:00,success,GET,0,13,6,1,0,1,20,1,1
192.168.1.16,2024-02-11 12:39:00,success,POST,0,12,6,1,0,1,17,2,1
192.168.1.25,2024-03-28 14:43:00,success,GET,0,14,3,0,0,1,27,1,1
10.0.0.3,2024-03-23 08:09:00,failure,POST,1,8,5,1,0,0,3,2,-1
192.168.1.18,2024-02-04 12:52:00,success,GET,0,12,6,1,0,1,19,1,1
10.0.0.9,2024-01-28 09:48:00,success,GET,1,9,6,1,0,1,9,1,1
192.168.1.15,2024-03-03 12:14:00,failure,GET,0,12,6,1,0,0,16,1,1
192.168.1.27,2024-02-08 09:05:00,success,POST,0,9,3,0,0,1,29,2,1
192.168.1.11,2024-03-29 11:32:00,success,GET,0,11,4,0,0,1,12,1,1
10.0.0.6,2024-02-10 09:49:00,failure,POST,1,9,5,1,0,0,6,2,-1
192.168.1.50,2024-01-29 15:51:00,success,GET,0,15,0,0,0,1,55,1,1
192.168.1.37,2024-01-13 11:33:00,success,GET,0,11,5,1,0,1,40,1,1
10.0.0.3,2024-02-08 08:52:00,failure,POST,1,8,3,0,0,0,3,2,-1
192.168.1.15,2024-02-16 09:45:00,success,GET,0,9,4,0,0,1,16,1,1
192.168.1.6,2024-01-14 14:44:00,success,POST,0,14,6,1,0,1,56,2,1
192.168.1.21,2024-01-28 12:59:00,success,POST,0,12,6,1,0,1,23,2,1
192.168.1.9,2024-01-18 12:34:00,success,GET,0,12,3,0,0,1,59,1,1
192.168.1.34,2024-03-09 14:21:00,success,PUT,0,14,5,1,0,1,37,3,1
192.168.1.49,2024-02-12 13:01:00,failure,PUT,0,13,0,0,0,0,53,3,-1
192.168.1.39,2024-01-16 14:19:00,success,PUT,0,14,1,0,0,1,42,3,1
10.0.0.3,2024-03-03 09:56:00,success,GET,1,9,6,1,0,1,3,1,-1
192.168.1.33,2024-02-29 12:00:00,success,PUT,0,12,3,0,0,1,36,3,1
192.168.1.45,2024-02-08 13:24:00,success,POST,0,13,3,0,0,1,49,2,1
10.0.0.5,2024-01-23 11:46:00,failure,POST,1,11,1,0,0,0,5,2,-1
192.168.1.11,2024-03-21 13:04:00,failure,GET,0,13,3,0,0,0,12,1,1
192.168.1.43,2024-03-28 10:14:00,success,POST,0,10,3,0,0,1,47,2,1
192.168.1.28,2024-01-28 09:40:00,success,PUT,0,9,6,1,0,1,30,3,1
192.168.1.47,2024-03-15 11:48:00,success,GET,0,11,4,0,0,1,51,1,1
10.0.0.6,2024-02-23 13:03:00,failure,DELETE,1,13,4,0,0,0,6,0,-1
192.168.1.22,2024-01-11 13:50:00,success,GET,0,13,3,0,0,1,24,1,1
192.168.1.2,2024-02-12 18:02:00,success,PUT,0,18,0,0,0,1,21,3,1
192.168.1.12,2024-01-14 17:37:00,success,GET,0,17,6,1,0,1,13,1,1
192.168.1.30,2024-02-24 13:48:00,success,GET,0,13,5,1,0,1,33,1,1
192.168.1.14,2024-03-09 12:25:00,success,PUT,0,12,5,1,0,1,15,3,1
192.168.1.47,2024-01-15 10:25:00,success,GET,0,10,0,0,0,1,51,1,1
192.168.1.34,2024-02-11 18:57:00,failure,POST,0,18,6,1,0,0,37,2,-1
192.168.1.7,2024-01-17 11:47:00,success,GET,0,11,2,0,0,1,57,1,1
192.168.1.32,2024-01-12 15:13:00,success,GET,0,15,4,0,0,1,35,1,1
192.168.1.24,2024-03-11 08:02:00,success,GET,0,8,0,0,0,1,26,1,1
192.168.1.38,2024-02-22 14:13:00,failure,GET,0,14,3,0,0,0,41,1,1
192.168.1.16,2024-02-18 15:35:00,success,GET,0,15,6,1,0,1,17,1,1
192.168.1.14,2024-01-19 11:06:00,success,GET,0,11,4,0,0,1,15,1,1
192.168.1.30,2024-02-05 12:57:00,success,GET,0,12,0,0,0,1,33,1,1
192.168.1.30,2024-03-16 17:49:00,success,GET,0,17,5,1,0,1,33,1,1
192.168.1.50,2024-01-06 10:09:00,success,GET,0,10,5,1,0,1,55,1,1
192.168.1.41,2024-03-06 13:10:00,success,GET,0,13,2,0,0,1,45,1,1
192.168.1.33,2024-01-09 16:49:00,success,GET,0,16,1,0,0,1,36,1,1
192.168.1.45,2024-01-05 13:19:00,success,GET,0,13,4,0,0,1,49,1,1
192.168.1.5,2024-02-14 12:53:00,success,GET,0,12,2,0,0,1,54,1,1
192.168.1.14,2024-02-24 18:56:00,success,POST,0,18,5,1,0,1,15,2,1
192.168.1.18,2024-01-13 12:05:00,success,GET,0,12,5,1,0,1,19,1,1
192.168.1.41,2024-02-13 12:10:00,success,GET,0,12,1,0,0,1,45,1,1
192.168.1.46,2024-02-02 12:47:00,success,PUT,0,12,4,0,0,1,50,3,1
192.168.1.3,2024-01-04 16:45:00,success,PUT,0,16,3,0,0,1,32,3,1
192.168.1.13,2024-01-25 17:37:00,success,GET,0,17,3,0,0,1,14,1,1
192.168.1.36,2024-01-17 12:42:00,success,POST,0,12,2,0,0,1,39,2,1
192.168.1.25,2024-02-28 09:52:00,success,PUT,0,9,2,0,0,1,27,3,1
192.168.1.38,2024-01-21 15:20:00,failure,PUT,0,15,6,1,0,0,41,3,1
192.168.1.30,2024-01-14 15:57:00,failure,GET,0,15,6,1,0,0,33,1,1
192.168.1.40,2024-01-30 12:33:00,success,GET,0,12,1,0,0,1,44,1,1
192.168.1.3,2024-02-26 12:52:00,success,POST,0,12,0,0,0,1,32,2,1
192.168.1.33,2024-02-25 17:31:00,success,GET,0,17,6,1,0,1,36,1,1
192.168.1.21,2024-03-30 09:38:00,failure,GET,0,9,5,1,0,0,23,1,1
192.168.1.42,2024-02-05 15:38:00,success,GET,0,15,0,0,0,1,46,1,1
192.168.1.14,2024-01-07 12:29:00,failure,GET,0,12,6,1,0,0,15,1,1
192.168.1.25,2024-03-16 09:52:00,success,GET,0,9,5,1,0,1,27,1,1
192.168.1.2,2024-01-17 13:41:00,success,POST,0,13,2,0,0,1,21,2,1
192.168.1.18,2024-03-06 09:02:00,failure,GET,0,9,2,0,0,0,19,1,1
192.168.1.22,2024-01-24 16:35:00,success,GET,0,16,2,0,0,1,24,1,1
192.168.1.41,2024-03-26 14:14:00,success,PUT,0,14,1,0,0,1,45,3,1
192.168.1.31,2024-01-08 10:18:00,success,PUT,0,10,0,0,0,1,34,3,1
192.168.1.1,2024-01-02 11:06:00,success,GET,0,11,1,0,0,1,10,1,1
192.168.1.14,2024-02-18 15:30:00,failure,GET,0,15,6,1,0,0,15,1,1
192.168.1.32,2024-01-19 18:17:00,success,GET,0,18,4,0,0,1,35,1,1
192.168.1.23,2024-01-28 13:48:00,success,POST,0,13,6,1,0,1,25,2,1
192.168.1.25,2024-03-26 11:01:00,success,POST,0,11,1,0,0,1,27,2,1
192.168.1.32,2024-02-04 11:30:00,success,GET,0,11,6,1,0,1,35,1,1
192.168.1.11,2024-02-29 11:10:00,failure,GET,0,11,3,0,0,0,12,1,1
192.168.1.40,2024-01-05 08:17:00,success,PUT,0,8,4,0,0,1,44,3,1
192.168.1.17,2024-01-26 09:04:00,success,GET,0,9,4,0,0,1,18,1,1
192.168.1.45,2024-02-08 08:28:00,success,POST,0,8,3,0,0,1,49,2,1
192.168.1.9,2024-03-30 15:08:00,success,GET,0,15,5,1,0,1,59,1,1
192.168.1.37,2024-03-26 11:18:00,success,GET,0,11,1,0,0,1,40,1,1
192.168.1.41,2024-01-15 11:57:00,success,GET,0,11,0,0,0,1,45,1,1
192.168.1.45,2024-03-09 16:36:00,success,GET,0,16,5,1,0,1,49,1,1
192.168.1.1,2024-02-07 12:57:00,success,GET,0,12,2,0,0,1,10,1,1
10.0.0.8,2024-02-07 08:09:00,failure,POST,1,8,2,0,0,0,8,2,1
192.168.1.10,2024-02-13 10:12:00,success,GET,0,10,1,0,0,1,11,1,1
192.168.1.2,2024-01-21 12:04:00,success,GET,0,12,6,1,0,1,21,1,1
192.168.1.33,2024-01-20 11:01:00,success,GET,0,11,5,1,0,1,36,1,1
192.168.1.41,2024-02-14 16:20:00,success,PUT,0,16,2,0,0,1,45,3,1
192.168.1.42,2024-01-15 10:54:00,success,GET,0,10,0,0,0,1,46,1,1
192.168.1.9,2024-01-30 17:19:00,success,PUT,0,17,1,0,0,1,59,3,1
192.168.1.7,2024-01-21 10:27:00,success,GET,0,10,6,1,0,1,57,1,1
192.168.1.17,2024-03-10 14:32:00,success,GET,0,14,6,1,0,1,18,1,1
192.168.1.17,2024-02-02 13:13:00,success,POST,0,13,4,0,0,1,18,2,1
192.168.1.17,2024-01-31 14:53:00,success,GET,0,14,2,0,0,1,18,1,1
192.168.1.17,2024-02-27 15:19:00,success,GET,0,15,1,0,0,1,18,1,1
192.168.1.11,2024-02-08 18:12:00,success,POST,0,18,3,0,0,1,12,2,1
192.168.1.48,2024-01-17 18:25:00,failure,GET,0,18,2,0,0,0,52,1,1
192.168.1.10,2024-01-21 13:48:00,success,GET,0,13,6,1,0,1,11,1,1
192.168.1.30,2024-02-02 15:06:00,success,GET,0,15,4,0,0,1,33,1,1
192.168.1.10,2024-02-15 10:56:00,success,GET,0,10,3,0,0,1,11,1,1
192.168.1.27,2024-02-22 13:38:00,failure,GET,0,13,3,0,0,0,29,1,1
192.168.1.37,2024-03-26 08:39:00,success,GET,0,8,1,0,0,1,40,1,1
192.168.1.50,2024-01-06 14:30:00,success,GET,0,14,5,1,0,1,55,1,1
192.168.1.50,2024-02-03 09:03:00,success,PUT,0,9,5,1,0,1,55,3,1
192.168.1.27,2024-02-20 14:46:00,success,GET,0,14,1,0,0,1,29,1,1
192.168.1.42,2024-02-26 08:59:00,success,GET,0,8,0,0,0,1,46,1,1
192.168.1.20,2024-02-16 12:00:00,success,PUT,0,12,4,0,0,1,22,3,1
192.168.1.23,2024-03-09 16:43:00,success,POST,0,16,5,1,0,1,25,2,1
192.168.1.37,2024-02-11 13:05:00,success,GET,0,13,6,1,0,1,40,1,1
192.168.1.9,2024-03-08 11:18:00,success,PUT,0,11,4,0,0,1,59,3,1
192.168.1.47,2024-03-26 10:22:00,success,POST,0,10,1,0,0,1,51,2,1
192.168.1.4,2024-02-13 13:17:00,success,GET,0,13,1,0,0,1,43,1,1
192.168.1.20,2024-02-09 09:00:00,success,POST,0,9,4,0,0,1,22,2,1
192.168.1.43,2024-03-09 14:25:00,success,GET,0,14,5,1,0,1,47,1,1
192.168.1.20,2024-01-01 08:28:00,success,GET,0,8,0,0,0,1,22,1,1
192.168.1.24,2024-01-05 12:35:00,failure,POST,0,12,4,0,0,0,26,2,1
192.168.1.44,2024-01-25 08:06:00,success,PUT,0,8,3,0,0,1,48,3,1
10.0.0.2,2024-03-07 09:32:00,failure,POST,1,9,3,0,0,0,2,2,-1
192.168.1.35,2024-02-05 11:49:00,success,GET,0,11,0,0,0,1,38,1,1
192.168.1.13,2024-01-29 09:02:00,success,GET,0,9,0,0,0,1,14,1,1
192.168.1.26,2024-03-15 15:21:00,success,PUT,0,15,4,0,0,1,28,3,1
192.168.1.48,2024-02-25 13:49:00,success,PUT,0,13,6,1,0,1,52,3,1
192.168.1.43,2024-03-12 14:53:00,success,POST,0,14,1,0,0,1,47,2,1
192.168.1.36,2024-02-09 17:43:00,success,POST,0,17,4,0,0,1,39,2,1
192.168.1.48,2024-02-13 09:08:00,failure,POST,0,9,1,0,0,0,52,2,1
192.168.1.25,2024-02-05 18:56:00,success,GET,0,18,0,0,0,1,27,1,1
192.168.1.5,2024-01-28 10:42:00,success,GET,0,10,6,1,0,1,54,1,1
192.168.1.29,2024-01-19 10:45:00,success,POST,0,10,4,0,0,1,31,2,1
192.168.1.44,2024-01-15 10:34:00,success,GET,0,10,0,0,0,1,48,1,1
192.168.1.30,2024-03-21 09:40:00,success,GET,0,9,3,0,0,1,33,1,1
10.0.0.10,2024-03-29 12:48:00,failure,DELETE,1,12,4,0,0,0,1,0,-1
192.168.1.40,2024-03-30 13:39:00,failure,GET,0,13,5,1,0,0,44,1,1
192.168.1.31,2024-01-27 15:03:00,success,POST,0,15,5,1,0,1,34,2,1
192.168.1.40,2024-03-15 11:02:00,success,PUT,0,11,4,0,0,1,44,3,1
192.168.1.40,2024-02-07 10:52:00,success,PUT,0,10,2,0,0,1,44,3,1
192.168.1.32,2024-01-18 13:38:00,success,POST,0,13,3,0,0,1,35,2,1
192.168.1.41,2024-01-03 11:26:00,success,GET,0,11,2,0,0,1,45,1,1
192.168.1.43,2024-02-22 14:50:00,success,GET,0,14,3,0,0,1,47,1,1
192.168.1.50,2024-03-09 15:57:00,success,GET,0,15,5,1,0,1,55,1,1
192.168.1.14,2024-01-09 16:48:00,success,GET,0,16,1,0,0,1,15,1,1
192.168.1.22,2024-02-22 15:30:00,success,GET,0,15,3,0,0,1,24,1,1
192.168.1.5,2024-01-22 10:49:00,success,GET,0,10,0,0,0,1,54,1,1
192.168.1.40,2024-03-15 09:25:00,success,PUT,0,9,4,0,0,1,44,3,1
192.168.1.11,2024-03-08 12:56:00,success,GET,0,12,4,0,0,1,12,1,1
192.168.1.30,2024-03-06 09:15:00,success,GET,0,9,2,0,0,1,33,1,1
192.168.1.19,2024-03-26 16:16:00,success,PUT,0,16,1,0,0,1,20,3,1
192.168.1.39,2024-03-07 18:43:00,success,GET,0,18,3,0,0,1,42,1,1
192.168.1.45,2024-03-11 14:43:00,success,POST,0,14,0,0,0,1,49,2,1
192.168.1.48,2024-03-18 13:03:00,success,POST,0,13,0,0,0,1,52,2,1
10.0.0.5,2024-02-18 08:35:00,failure,POST,1,8,6,1,0,0,5,2,-1
192.168.1.28,2024-02-11 09:53:00,failure,GET,0,9,6,1,0,0,30,1,1
192.168.1.49,2024-02-05 15:01:00,success,GET,0,15,0,0,0,1,53,1,1
192.168.1.30,2024-03-28 10:37:00,success,POST,0,10,3,0,0,1,33,2,1
192.168.1.8,2024-01-05 15:55:00,success,GET,0,15,4,0,0,1,58,1,1
192.168.1.2,2024-02-09 18:25:00,success,GET,0,18,4,0,0,1,21,1,1
10.0.0.3,2024-02-09 13:49:00,failure,DELETE,1,13,4,0,0,0,3,0,-1
192.168.1.3,2024-01-12 14:32:00,success,GET,0,14,4,0,0,1,32,1,1
192.168.1.47,2024-01-17 14:51:00,success,PUT,0,14,2,0,0,1,51,3,1
192.168.1.44,2024-02-26 11:49:00,success,POST,0,11,0,0,0,1,48,2,1
192.168.1.13,2024-03-18 13:12:00,success,GET,0,13,0,0,0,1,14,1,1
192.168.1.39,2024-03-27 13:07:00,success,GET,0,13,2,0,0,1,42,1,1
192.168.1.15,2024-03-25 11:08:00,success,POST,0,11,0,0,0,1,16,2,1
192.168.1.28,2024-01-26 16:58:00,success,PUT,0,16,4,0,0,1,30,3,1
192.168.1.30,2024-01-11 18:18:00,success,GET,0,18,3,0,0,1,33,1,1
10.0.0.2,2024-02-01 10:47:00,success,GET,1,10,3,0,0,1,2,1,-1
192.168.1.25,2024-01-22 13:32:00,success,GET,0,13,0,0,0,1,27,1,1
192.168.1.48,2024-01-23 17:09:00,success,GET,0,17,1,0,0,1,52,1,1
192.168.1.39,2024-01-16 09:50:00,success,POST,0,9,1,0,0,1,42,2,1
192.168.1.26,2024-01-12 17:39:00,success,PUT,0,17,4,0,0,1,28,3,1
192.168.1.24,2024-01-04 11:44:00,failure,GET,0,11,3,0,0,0,26,1,1
192.168.1.4,2024-02-18 11:25:00,success,GET,0,11,6,1,0,1,43,1,1
192.168.1.41,2024-03-08 09:11:00,failure,GET,0,9,4,0,0,0,45,1,1
192.168.1.18,2024-02-26 09:27:00,success,GET,0,9,0,0,0,1,19,1,1
192.168.1.4,2024-01-13 08:49:00,success,POST,0,8,5,1,0,1,43,2,1
192.168.1.3,2024-02-16 12:36:00,success,PUT,0,12,4,0,0,1,32,3,1
192.168.1.21,2024-01-21 15:33:00,success,GET,0,15,6,1,0,1,23,1,1
192.168.1.33,2024-01-24 11:03:00,success,POST,0,11,2,0,0,1,36,2,1
192.168.1.16,2024-02-02 09:10:00,success,GET,0,9,4,0,0,1,17,1,1
192.168.1.26,2024-01-11 18:07:00,success,PUT,0,18,3,0,0,1,28,3,1
192.168.1.50,2024-03-06 10:33:00,success,GET,0,10,2,0,0,1,55,1,1
192.168.1.47,2024-03-07 17:14:00,success,PUT,0,17,3,0,0,1,51,3,1
192.168.1.6,2024-02-24 10:25:00,failure,GET,0,10,5,1,0,0,56,1,1
192.168.1.10,2024-01-12 12:01:00,success,GET,0,12,4,0,0,1,11,1,1
192.168.1.50,2024-01-11 18:39:00,success,GET,0,18,3,0,0,1,55,1,1
192.168.1.10,2024-03-05 09:48:00,success,GET,0,9,1,0,0,1,11,1,1
192.168.1.35,2024-01-22 13:12:00,success,GET,0,13,0,0,0,1,38,1,1
192.168.1.27,2024-01-21 09:19:00,success,PUT,0,9,6,1,0,1,29,3,1
192.168.1.31,2024-03-30 13:07:00,success,GET,0,13,5,1,0,1,34,1,1
192.168.1.1,2024-03-12 09:42:00,success,PUT,0,9,1,0,0,1,10,3,1
192.168.1.29,2024-01-15 17:00:00,success,GET,0,17,0,0,0,1,31,1,1
192.168.1.50,2024-02-09 15:23:00,success,POST,0,15,4,0,0,1,55,2,1
192.168.1.42,2024-01-11 15:32:00,failure,GET,0,15,3,0,0,0,46,1,1
192.168.1.5,2024-02-26 15:30:00,success,POST,0,15,0,0,0,1,54,2,1
192.168.1.46,2024-01-02 13:40:00,success,POST,0,13,1,0,0,1,50,2,1
192.168.1.9,2024-02-21 17:54:00,success,PUT,0,17,2,0,0,1,59,3,1
192.168.1.6,2024-01-28 14:00:00,success,GET,0,14,6,1,0,1,56,1,1
192.168.1.3,2024-03-13 15:10:00,success,GET,0,15,2,0,0,1,32,1,1
192.168.1.44,2024-01-30 10:59:00,success,PUT,0,10,1,0,0,1,48,3,1
192.168.1.36,2024-01-27 13:56:00,success,PUT,0,13,5,1,0,1,39,3,1
192.168.1.39,2024-01-23 16:49:00,success,GET,0,16,1,0,0,1,42,1,1
192.168.1.50,2024-01-28 12:53:00,success,PUT,0,12,6,1,0,1,55,3,1
192.168.1.24,2024-02-10 10:59:00,success,GET,0,10,5,1,0,1,26,1,1
192.168.1.44,2024-01-20 11:09:00,success,GET,0,11,5,1,0,1,48,1,1
192.168.1.36,2024-01-13 09:16:00,success,POST,0,9,5,1,0,1,39,2,1
192.168.1.34,2024-01-02 13:02:00,success,GET,0,13,1,0,0,1,37,1,1
192.168.1.3,2024-02-22 13:39:00,success,GET,0,13,3,0,0,1,32,1,1
192.168.1.50,2024-02-17 10:44:00,success,POST,0,10,5,1,0,1,55,2,1
192.168.1.4,2024-03-09 18:28:00,failure,POST,0,18,5,1,0,0,43,2,-1
192.168.1.31,2024-02-04 12:54:00,success,GET,0,12,6,1,0,1,34,1,1
192.168.1.10,2024-03-15 11:21:00,failure,GET,0,11,4,0,0,0,11,1,1
192.168.1.16,2024-01-22 12:02:00,success,GET,0,12,0,0,0,1,17,1,1
192.168.1.11,2024-01-30 12:15:00,success,GET,0,12,1,0,0,1,12,1,1
192.168.1.50,2024-02-01 13:54:00,success,GET,0,13,3,0,0,1,55,1,1
192.168.1.50,2024-01-23 14:14:00,success,GET,0,14,1,0,0,1,55,1,1
192.168.1.23,2024-02-04 18:07:00,failure,PUT,0,18,6,1,0,0,25,3,-1
192.168.1.19,2024-03-12 10:58:00,success,GET,0,10,1,0,0,1,20,1,1
192.168.1.14,2024-03-23 11:36:00,success,GET,0,11,5,1,0,1,15,1,1
192.168.1.7,2024-03-06 09:36:00,success,POST,0,9,2,0,0,1,57,2,1
192.168.1.36,2024-02-04 12:36:00,failure,GET,0,12,6,1,0,0,39,1,1
192.168.1.33,2024-01-05 08:16:00,success,GET,0,8,4,0,0,1,36,1,1
192.168.1.18,2024-02-20 11:51:00,success,POST,0,11,1,0,0,1,19,2,1
192.168.1.29,2024-03-07 12:38:00,success,PUT,0,12,3,0,0,1,31,3,1
192.168.1.47,2024-02-14 12:48:00,success,GET,0,12,2,0,0,1,51,1,1
192.168.1.20,2024-01-06 15:04:00,failure,GET,0,15,5,1,0,0,22,1,1
192.168.1.10,2024-03-25 16:40:00,success,GET,0,16,0,0,0,1,11,1,1
192.168.1.36,2024-03-06 14:35:00,success,GET,0,14,2,0,0,1,39,1,1
192.168.1.7,2024-03-19 10:32:00,success,POST,0,10,1,0,0,1,57,2,1
192.168.1.5,2024-03-22 12:30:00,success,PUT,0,12,4,0,0,1,54,3,1
192.168.1.47,2024-02-26 11:16:00,success,POST,0,11,0,0,0,1,51,2,1
192.168.1.35,2024-02-13 14:16:00,failure,POST,0,14,1,0,0,0,38,2,1
192.168.1.12,2024-02-23 15:09:00,failure,GET,0,15,4,0,0,0,13,1,1
192.168.1.15,2024-03-12 16:39:00,success,POST,0,16,1,0,0,1,16,2,1
192.168.1.8,2024-01-29 16:34:00,success,PUT,0,16,0,0,0,1,58,3,1
192.168.1.44,2024-03-24 13:01:00,success,POST,0,13,6,1,0,1,48,2,1
192.168.1.23,2024-02-22 16:56:00,success,GET,0,16,3,0,0,1,25,1,1
10.0.0.7,2024-02-05 12:12:00,failure,DELETE,1,12,0,0,0,0,7,0,-1
192.168.1.31,2024-02-02 17:13:00,success,PUT,0,17,4,0,0,1,34,3,1
192.168.1.26,2024-02-01 17:32:00,success,GET,0,17,3,0,0,1,28,1,1
10.0.0.4,2024-01-04 09:58:00,success,GET,1,9,3,0,0,1,4,1,-1
192.168.1.6,2024-03-22 12:34:00,success,GET,0,12,4,0,0,1,56,1,1
192.168.1.49,2024-01-17 14:24:00,success,PUT,0,14,2,0,0,1,53,3,1
192.168.1.18,2024-01-02 12:53:00,success,GET,0,12,1,0,0,1,19,1,1
192.168.1.4,2024-03-09 14:01:00,success,PUT,0,14,5,1,0,1,43,3,1
192.168.1.45,2024-03-02 10:50:00,success,GET,0,10,5,1,0,1,49,1,1
192.168.1.19,2024-02-05 09:32:00,success,GET,0,9,0,0,0,1,20,1,1
192.168.1.38,2024-01-01 11:37:00,success,GET,0,11,0,0,0,1,41,1,1
192.168.1.5,2024-02-16 14:46:00,success,POST,0,14,4,0,0,1,54,2,1
192.168.1.6,2024-01-11 13:04:00,success,GET,0,13,3,0,0,1,56,1,1
192.168.1.28,2024-01-13 14:19:00,success,POST,0,14,5,1,0,1,30,2,1
192.168.1.1,2024-03-27 17:54:00,failure,POST,0,17,2,0,0,0,10,2,1
192.168.1.46,2024-02-28 10:25:00,success,GET,0,10,2,0,0,1,50,1,1
192.168.1.42,2024-01-01 10:44:00,failure,GET,0,10,0,0,0,0,46,1,1
192.168.1.20,2024-03-14 08:56:00,success,GET,0,8,3,0,0,1,22,1,1
192.168.1.30,2024-01-06 14:59:00,success,PUT,0,14,5,1,0,1,33,3,1
192.168.1.9,2024-02-02 12:17:00,success,GET,0,12,4,0,0,1,59,1,1
192.168.1.9,2024-02-08 17:19:00,success,GET,0,17,3,0,0,1,59,1,1
192.168.1.32,2024-03-05 09:35:00,success,GET,0,9,1,0,0,1,35,1,1
192.168.1.4,2024-01-25 08:11:00,success,GET,0,8,3,0,0,1,43,1,1
192.168.1.33,2024-02-16 09:08:00,success,GET,0,9,4,0,0,1,36,1,1
192.168.1.48,2024-02-09 16:40:00,success,GET,0,16,4,0,0,1,52,1,1
192.168.1.29,2024-03-14 15:08:00,success,GET,0,15,3,0,0,1,31,1,1
192.168.1.36,2024-01-13 16:18:00,success,GET,0,16,5,1,0,1,39,1,1
10.0.0.9,2024-01-01 11:37:00,failure,DELETE,1,11,0,0,0,0,9,0,-1
192.168.1.19,2024-01-28 17:34:00,success,PUT,0,17,6,1,0,1,20,3,1
192.168.1.12,2024-03-22 18:03:00,success,GET,0,18,4,0,0,1,13,1,1
192.168.1.44,2024-03-27 18:31:00,success,POST,0,18,2,0,0,1,48,2,1
192.168.1.33,2024-01-26 14:58:00,success,GET,0,14,4,0,0,1,36,1,1
192.168.1.33,2024-01-01 08:54:00,success,PUT,0,8,0,0,0,1,36,3,1
192.168.1.15,2024-01-20 15:57:00,success,GET,0,15,5,1,0,1,16,1,1
192.168.1.33,2024-01-25 15:56:00,success,PUT,0,15,3,0,0,1,36,3,1
192.168.1.40,2024-03-15 09:58:00,success,PUT,0,9,4,0,0,1,44,3,1
192.168.1.18,2024-01-27 09:59:00,success,POST,0,9,5,1,0,1,19,2,1
192.168.1.25,2024-03-24 12:06:00,success,GET,0,12,6,1,0,1,27,1,1
192.168.1.14,2024-01-08 14:17:00,success,GET,0,14,0,0,0,1,15,1,1
192.168.1.43,2024-02-04 10:08:00,success,GET,0,10,6,1,0,1,47,1,1
192.168.1.46,2024-01-23 08:53:00,success,GET,0,8,1,0,0,1,50,1,1
192.168.1.33,2024-01-11 08:16:00,failure,POST,0,8,3,0,0,0,36,2,1
192.168.1.35,2024-01-02 16:10:00,failure,GET,0,16,1,0,0,0,38,1,1
192.168.1.2,2024-01-21 10:18:00,success,GET,0,10,6,1,0,1,21,1,1
192.168.1.29,2024-01-06 13:27:00,success,PUT,0,13,5,1,0,1,31,3,1
10.0.0.2,2024-02-29 09:53:00,success,GET,1,9,3,0,0,1,2,1,-1
192.168.1.31,2024-03-08 16:40:00,failure,POST,0,16,4,0,0,0,34,2,1
192.168.1.47,2024-01-27 11:25:00,success,GET,0,11,5,1,0,1,51,1,1
192.168.1.1,2024-02-24 16:02:00,success,GET,0,16,5,1,0,1,10,1,1
192.168.1.7,2024-03-26 17:41:00,success,GET,0,17,1,0,0,1,57,1,1
192.168.1.7,2024-03-20 15:21:00,success,PUT,0,15,2,0,0,1,57,3,1
192.168.1.18,2024-03-16 16:33:00,success,PUT,0,16,5,1,0,1,19,3,1
192.168.1.6,2024-01-05 11:39:00,success,GET,0,11,4,0,0,1,56,1,1
192.168.1.3,2024-01-04 14:05:00,failure,GET,0,14,3,0,0,0,32,1,1
192.168.1.49,2024-03-08 11:16:00,success,GET,0,11,4,0,0,1,53,1,1
192.168.1.2,2024-03-08 16:31:00,success,GET,0,16,4,0,0,1,21,1,1
192.168.1.48,2024-02-16 10:08:00,failure,PUT,0,10,4,0,0,0,52,3,1
192.168.1.25,2024-02-07 15:35:00,success,GET,0,15,2,0,0,1,27,1,1
192.168.1.13,2024-02-22 17:15:00,success,PUT,0,17,3,0,0,1,14,3,1
192.168.1.43,2024-03-07 18:11:00,success,GET,0,18,3,0,0,1,47,1,1
192.168.1.33,2024-02-12 17:09:00,success,POST,0,17,0,0,0,1,36,2,1
192.168.1.23,2024-03-12 12:25:00,failure,PUT,0,12,1,0,0,0,25,3,1
192.168.1.29,2024-03-18 12:49:00,success,PUT,0,12,0,0,0,1,31,3,1
192.168.1.41,2024-02-17 09:58:00,failure,GET,0,9,5,1,0,0,45,1,1
192.168.1.41,2024-02-24 10:51:00,success,GET,0,10,5,1,0,1,45,1,1
